"Codigo";"Descripcion";"Capacidad";"Grupo";"TS Estandar";
"000285";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE NEGRO X 20";"020000";"0139";"503";
"000286";"PRIMER RELLENADOR ONE SHOT MMB BEIGE X 1";"001001";"0137";"503";
"000287";"PRIMER RELLENADOR ONE SHOT MMB BEIGE X 4";"004000";"0137";"503";
"000288";"FONDO PARA MADERA ALBA AL AGUA BLANCO X 0,500";"000500";"0107";"503";
"000289";"FONDO PARA MADERA ALBA AL AGUA BLANCO X 1";"001001";"0107";"503";
"000290";"IMPRIMACION FIJADORA AL AGUA TERSUAVE BLANCA X  1";"001001";"0152";"503";
"000291";"IMPRIMACION FIJADORA AL AGUA TERSUAVE BLANCA X  4";"004000";"0152";"503";
"000292";"IMPRIMACION FIJADORA AL AGUA TERSUAVE BLANCA X 10";"010000";"0152";"503";
"000293";"IMPRIMACION FIJADORA AL AGUA TERSUAVE BLANCA X 20";"020000";"0152";"503";
"000294";"PROTECTOR PARA LADRILLO COLORIN CERAMICO X  4";"004000";"0116";"503";
"000295";"PROTECTOR PARA LADRILLO COLORIN NATURAL X  1";"001001";"0116";"503";
"000296";"PROTECTOR PARA LADRILLO COLORIN NATURAL X  4";"004000";"0116";"503";
"000297";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE AMARILLO X  0,250";"000250";"0902";"503";
"000298";"TEXTURADO ALBA RUSTICO X 30";"030001";"0902";"503";
"000299";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE AMARILLO X  0,500";"000500";"0139";"503";
"000300";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE AMARILLO X  1";"001001";"0139";"503";
"000301";"SILICONA FASTIX BLANCO X  25";"000025";"0140";"503";
"000302";"SILICONA FASTIX NEGRO X  25";"000025";"0140";"503";
"000303";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE AMARILLO X  4";"004000";"0139";"503";
"000304";"IMPRESION UNIVERSAL MMB GRIS X 1";"001001";"0137";"503";
"000305";"IMPRESION UNIVERSAL MMB GRIS X 4";"004000";"0137";"503";
"000306";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE AMARILLO X 20";"020000";"0139";"503";
"000307";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE AMARILLO MEDIANO X  0,250";"000250";"0902";"503";
"000308";"AUTOPOLISH COLORIN SILICONA C/ESP.450";"000450";"0166";"503";
"000309";"PASTA PULIR MMB GRUESA X 0,500";"000500";"0137";"503";
"000310";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE AMARILLO MEDIANO X  0,500";"000500";"0139";"503";
"000311";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE AMARILLO MEDIANO X  1";"001001";"0139";"503";
"000312";"REPUESTO MINI FOAM 15CM(RO111)";"001000";"0165";"503";
"000313";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE AMARILLO MEDIANO X  4";"004000";"0139";"503";
"000314";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE AMARILLO MEDIANO X 20";"020000";"0139";"503";
"000315";"LLANA LISA LH 12X25";"001000";"0126";"503";
"000316";"ESPUMA POLIURETANO NODUPOL X 0,250";"000250";"0136";"503";
"000317";"ESPUMA POLIURETANO NODUPOL X 0,500";"000500";"0136";"503";
"000318";"ESPUMA POLIURETANO NODUPOL X 0,750";"000750";"0136";"503";
"000319";"REMOVEDOR DE PINTURA DIXILINA REMODIX LIQUIDO X 4";"004000";"0120";"503";
"000320";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE NARANJA X  0,250";"000250";"0902";"503";
"000321";"ENDUIDO EXTERIOR TERSUAVE X 10";"010000";"0152";"503";
"000322";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE NARANJA X  0,500";"000500";"0139";"503";
"000323";"ENDUIDO EXTERIOR TERSUAVE X 20";"020000";"0152";"503";
"000324";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE NARANJA X  1";"001001";"0139";"503";
"000325";"FILTRO DE PAPEL PARA BASE AGUA DOX125V";"001000";"0134";"503";
"000326";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE NARANJA X  4";"004000";"0139";"503";
"000327";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE NARANJA X 20";"020000";"0139";"503";
"000328";"FONDO PARA MADERA ALBA AL AGUA BLANCO X 4";"004000";"0107";"503";
"000329";"C850-0500 DIL.P/PROD.1C X20 (DISCONTINUADO)";"020000";"0902";"503";
"000330";"FILTRO DE PAPEL PARA BASE SOLVENTE DOX113V";"001000";"0134";"503";
"000331";"C850-0600 DIL.POL/BIC X 4 (DISCONTINUADO)";"004000";"0902";"503";
"000332";"LATEX PARA CIELORRASOS SINTEPLAST MATE BLANCO X  1";"001001";"0150";"503";
"000333";"LATEX PARA CIELORRASOS SINTEPLAST MATE BLANCO X  4";"004000";"0150";"503";
"000334";"LATEX PARA CIELORRASOS SINTEPLAST MATE BLANCO X 20";"020000";"0150";"503";
"000335";"LATEX INTERIOR ALBACRYL MATE BLANCO X 10";"010000";"0107";"503";
"000336";"LATEX INTERIOR ALBACRYL MATE BLANCO X  4";"004000";"0107";"503";
"000337";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE BERMELLON X  0,250";"000250";"0902";"503";
"000338";"LATEX INTERIOR ALBACRYL MATE BLANCO X 20";"020000";"0107";"503";
"000339";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE BERMELLON X  0,500";"000500";"0139";"503";
"000340";"LACA UREICA COLVINIL BRILLANTE TRANSPARENTE C/CAT. X  0,900";"000900";"0119";"503";
"000341";"LACA UREICA COLVINIL BRILLANTE TRANSPARENTE C/CAT. X  3,600";"003600";"0119";"503";
"000342";"LACA UREICA COLVINIL BRILLANTE TRANSPARENTE C/CAT. X 18";"020000";"0119";"503";
"000343";"LACA UREICA COLVINIL SATINADA TRANSPARENTE C/CAT. X  0,900";"000900";"0119";"503";
"000344";"LACA UREICA COLVINIL SATINADA TRANSPARENTE C/CAT. X  3,600";"003600";"0119";"503";
"000345";"LACA UREICA COLVINIL SATINADA TRANSPARENTE C/CAT. X 18";"020000";"0119";"503";
"000346";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE BERMELLON X  1";"001001";"0139";"503";
"000347";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE BERMELLON X  4";"004000";"0139";"503";
"000348";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE BERMELLON X 20";"020000";"0139";"503";
"000349";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE ALUMINIO X  0,250";"000250";"0902";"503";
"000350";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE ALUMINIO X  0,500";"000500";"0139";"503";
"000351";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE ALUMINIO X  1";"001001";"0139";"503";
"000352";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE ALUMINIO X  4";"004000";"0139";"503";
"000353";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE ALUMINIO X 20";"020000";"0139";"503";
"000354";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL X  0,250";"000250";"0902";"503";
"000355";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL X  0,500";"000500";"0902";"503";
"000356";"LIJA RUBI FLEX DOBLE A N  80/100 M.";"001000";"0102";"503";
"000357";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL X  1";"001001";"0902";"503";
"000358";"ESPATULA PLASTICA NORTON";"001000";"0167";"503";
"000359";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL X  4";"004000";"0902";"503";
"000360";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL X 20";"020000";"0902";"503";
"000361";"TAMBOR X 200";"001000";"0122";"503";
"000362";"IMPERMEABILIZANTE RECUPLAST TECHOS PERDURA BLANCO X  1";"001003";"0150";"503";
"000363";"IMPERMEABILIZANTE RECUPLAST TECHOS PERDURA BLANCO X  4";"004000";"0150";"503";
"000364";"IMPERMEABILIZANTE RECUPLAST TECHOS PERDURA BLANCO X 10";"010000";"0150";"503";
"000365";"IMPERMEABILIZANTE RECUPLAST TECHOS PERDURA BLANCO X 20";"020000";"0150";"503";
"000366";"CONVERSOL ROJO X 0,450";"000450";"0141";"503";
"000367";"CONVERSOL ROJO X 0,900";"000900";"0141";"503";
"000368";"CONVERSOL ROJO X 3,600";"003600";"0141";"503";
"000369";"CONVERSOL ROJO X 18,000";"018000";"0141";"503";
"000370";"MATEANTE PETRILAC X 100";"000100";"0138";"503";
"000371";"ESTOPA DE LUSTRE APELES BLANCA X 0,350";"001000";"0103";"503";
"000372";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL SEDA X  0,250";"000250";"0902";"503";
"000373";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL SEDA X  0,500";"000500";"0139";"503";
"000374";"MEMBRANA  AUTOADHESIVA NC MEGAFACIL ALUMINIO 25CM X25MT";"001000";"0130";"503";
"000375";"PROTECTOR PARA LADRILLO DURALBA SATINADO CON PELICULA TRANSPARENTE X  1";"001001";"0107";"503";
"000376";"PROTECTOR PARA LADRILLO DURALBA SATINADO CON PELICULA TRANSPARENTE X  4";"004000";"0107";"503";
"000377";"PROTECTOR PARA LADRILLO DURALBA SATINADO CON PELICULA TRANSPARENTE X 10";"010000";"0107";"503";
"000378";"PROTECTOR PARA LADRILLO DURALBA SATINADO CON PELICULA TRANSPARENTE X 20";"020000";"0107";"503";
"000379";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL SEDA X  1";"001001";"0139";"503";
"000380";"DISCO PIEL CHICO PARA KIT (57)";"001000";"0128";"503";
"000381";"AEROSOL RUST-OLEUM IMPRIMANTE PARA MOTOR GRIS X 0,340 (249410)";"000340";"0902";"503";
"000382";"AEROSOL RUST-OLEUM PARA MOTOR NEGRO X 0,340 (313545/358864)";"000340";"0145";"503";
"000383";"PROTECTOR PARA LADRILLO COLORIN CERAMICO X 20";"020000";"0116";"503";
"000384";"LATEX INTERIOR ALBACRYL MATE BLANCO X  1";"001001";"0107";"503";
"000385";"LATEX INTERIOR ALBACRYL RINDE MAS MATE BLANCO X  1";"001001";"0107";"503";
"000386";"LATEX INTERIOR ALBACRYL RINDE MAS MATE BLANCO X  4";"004000";"0107";"503";
"000387";"MASCARILLA DESCARTABLE";"001000";"0165";"503";
"000388";"ENDUIDO EXTERIOR COLORIN X 20";"020000";"0116";"503";
"000389";"MASILLA CHICLE SR60 X 1";"001000";"0147";"503";
"000390";"FUNGICIDA COLORIN X 0,500";"000500";"0116";"503";
"000391";"IMPERMEABILIZANTE PARA FRENTES Y MUROS DURALBA MATE BLANCO X  4";"004000";"0107";"503";
"000392";"IMPERMEABILIZANTE PARA FRENTES Y MUROS DURALBA MATE BLANCO X 10";"010000";"0107";"503";
"000393";"IMPERMEABILIZANTE PARA FRENTES Y MUROS DURALBA MATE BLANCO X  1";"001001";"0107";"503";
"000394";"IMPERMEABILIZANTE PARA FRENTES Y MUROS DURALBA MATE BLANCO X 20";"020000";"0107";"503";
"000395";"LATEX INTERIOR ALBACRYL RINDE MAS MATE BLANCO X 10";"010000";"0107";"503";
"000396";"LATEX INTERIOR ALBACRYL RINDE MAS MATE BLANCO X 20";"020000";"0107";"503";
"000397";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL SEDA X  4";"004000";"0139";"503";
"000398";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL SEDA X 20";"020000";"0139";"503";
"000399";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL CHAMPAGNE X  0,250";"000250";"0902";"503";
"000400";"FERRO BET CONV ROJO X  0,500";"000500";"0123";"503";
"000401";"FERRO BET CONV ROJO X  1";"001000";"0123";"503";
"000402";"FERRO BET CONV ROJO X  4";"004000";"0123";"503";
"000403";"FERRO BET CONV ROJO X 20";"002000";"0123";"503";
"000404";"LATEX EXTERIOR DURALBA MATE BLANCO X  1";"001001";"0107";"503";
"000405";"RENOVADOR SR60 X 473";"000470";"0147";"503";
"000406";"LATEX EXTERIOR DURALBA MATE BLANCO X  4";"004000";"0107";"503";
"000407";"GASA BARNIZADA PPG (SX1070X)";"001000";"0134";"503";
"000408";"LATEX EXTERIOR DURALBA MATE BLANCO X 20";"020000";"0107";"503";
"000409";"C210-0999 END.P/C190-0998 X 0,115 (DISCONTINUADO)";"000115";"0902";"503";
"000410";"C210-3504 END.P/C565-6504 X0,150 (DISCONTINUADO)";"000150";"0902";"503";
"000411";"ACEITE DE LINO MAGIPLAST X  1";"001001";"0129";"503";
"000412";"ACEITE DE LINO MAGIPLAST X  4";"004000";"0129";"503";
"000413";"BARNIZ PARA MADERA INTERIOR CRISTALBA AL AGUA BRILLANTE NATURAL X 0,500";"000500";"0902";"503";
"000414";"LATEX EXTERIOR DURALBA MATE BLANCO X 10";"010000";"0107";"503";
"000415";"SELLADOR PARA MADERA RESOL HOLZLACK STD. X 1";"001000";"0141";"503";
"000416";"SELLADOR PARA MADERA RESOL HOLZLACK STD. X 4";"004000";"0141";"503";
"000417";"SELLADOR PARA MADERA RESOL HOLZLACK STD. X 18";"018000";"0141";"503";
"000418";"IMPERMEABILIZANTE RECUPLAST TECHOS PERDURA TEJA X  1";"001001";"0150";"503";
"000419";"IMPERMEABILIZANTE RECUPLAST TECHOS PERDURA TEJA X  4";"004000";"0150";"503";
"000420";"IMPERMEABILIZANTE RECUPLAST TECHOS PERDURA TEJA X 10";"010000";"0150";"503";
"000421";"IMPERMEABILIZANTE RECUPLAST TECHOS PERDURA TEJA X 20";"020000";"0150";"503";
"000422";"LATEX EXTERIOR ALBAFRENT MATE BLANCO X  1";"001001";"0902";"503";
"000423";"LATEX EXTERIOR ALBAFRENT MATE BLANCO X  4";"004000";"0107";"503";
"000424";"LATEX EXTERIOR ALBAFRENT MATE BLANCO X 10";"010000";"0107";"503";
"000425";"LATEX EXTERIOR ALBAFRENT MATE BLANCO X 20";"020000";"0107";"503";
"000426";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL CHAMPAGNE X  0,500";"000500";"0902";"503";
"000427";"PLAQUETA PARA PULIR VERDE";"001000";"0127";"503";
"000428";"FERRO BET ANTIOXIDO ROJO X 1";"001001";"0123";"503";
"000429";"DUO EXPRESS DILUYENTE X 0,500";"000500";"0123";"503";
"000430";"DISCO DE FIBRA DOBLE A 178X22HY-71 G.A.#120";"001000";"0102";"503";
"000431";"BASE POLIURETANO 2K 2703 X 0,625";"000625";"0137";"503";
"000432";"LIJA RUBI FLEX DOBLE A N 180/220 E.F.";"001000";"0102";"503";
"000433";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL CHAMPAGNE X  1";"001001";"0902";"503";
"000434";"FERRO BET ANTIOXIDO ROJO X 4";"004000";"0123";"503";
"000435";"SELLADOR JUNTAFLEX X 300";"000301";"0140";"503";
"000436";"CINTA DE PAPEL DOBLE A (988AA)  6MM";"001000";"0102";"503";
"000437";"CLEAR BICAPA 2K 2733 X 0,750";"000750";"0137";"503";
"000438";"CINTA DE PAPEL DOBLE A (988AA) 10MM";"001000";"0102";"503";
"000439";"CINTA DE PAPEL DOBLE A (988AA) 12MM";"001000";"0102";"503";
"000440";"CINTA DE PAPEL DOBLE A (988AA) 15MM";"001000";"0102";"503";
"000441";"CINTA DE PAPEL DOBLE A (988AA) 18MM";"001000";"0102";"503";
"000442";"CINTA DE PAPEL DOBLE A (988AA) 24MM";"001000";"0102";"503";
"000443";"DISCO DE FIBRA DOBLE A 178X22HX-73 G.A.#14";"001000";"0102";"503";
"000444";"DISCO DE FIBRA DOBLE A 178X22HX-73 G.A.#16";"001000";"0902";"503";
"000445";"DISCO DE FIBRA DOBLE A 178X22HX-73 G.A.#24";"001000";"0102";"503";
"000446";"DISCO DE FIBRA DOBLE A 178X22HX-73 G.A.#36";"001000";"0102";"503";
"000447";"DISCO DE FIBRA DOBLE A 178X22HY-71 G.A. #50";"001000";"0102";"503";
"000448";"DISCO PIEL LUDAMAR/WOOLLY (51)";"001000";"0128";"503";
"000449";"CINTA DE PAPEL DOBLE A (988AA) 36MM";"001000";"0102";"503";
"000450";"LIJA RUBI FLEX DOBLE A N  36/40 E.G.";"001000";"0102";"503";
"000451";"LLANA LISA LH 12X30";"001000";"0126";"503";
"000452";"ESTOPA PARA LUSTRE LUMAR BLANCA X 0,300 (31/A)";"001000";"0128";"503";
"000453";"CINTA DE PAPEL DOBLE A (988AA) 48MM";"001000";"0102";"503";
"000454";"DISCO DE FIBRA DOBLE A 178X22HY-71 G.A. #60";"001000";"0102";"503";
"000455";"ESPATULA PINTOR SANTA JUANA RECTIFICADA BI MATERIAL 30";"001000";"0148";"503";
"000456";"ESPATULA PINTOR SANTA JUANA RECTIFICADA BI MATERIAL 40";"001000";"0148";"503";
"000457";"ESPATULA PINTOR SANTA JUANA RECTIFICADA BI MATERIAL 50";"001000";"0148";"503";
"000458";"ESPATULA PINTOR SANTA JUANA RECTIFICADA BI MATERIAL 60";"001000";"0148";"503";
"000459";"ESPATULA PINTOR SANTA JUANA RECTIFICADA BI MATERIAL 70";"001000";"0148";"503";
"000460";"ESPATULA PINTOR SANTA JUANA RECTIFICADA BI MATERIAL 80";"001000";"0148";"503";
"000461";"DISCO DE FIBRA DOBLE A 178X22HY-71 G.A. #80";"001000";"0102";"503";
"000462";"SILICONA FASTIX BLANCO X 100";"000101";"0140";"503";
"000463";"SILICONA FASTIX NEGRO X 100";"000101";"0140";"503";
"000464";"IMPERMEABILIZANTE PARA FRENTES Y MUROS ALBAFRENT MATE BLANCO X  4";"004000";"0107";"503";
"000465";"IMPERMEABILIZANTE PARA FRENTES Y MUROS ALBAFRENT MATE BLANCO X 20";"020000";"0107";"503";
"000466";"DISCO DE FIBRA DOBLE A 178X22HY-71 G.A.#100";"001000";"0102";"503";
"000467";"MASILLA UNIVERSAL MMB X 0,340";"000341";"0137";"503";
"000468";"ESPATULA PINTOR SANTA JUANA RECTIFICADA BI MATERIAL INOXIDABLE 150";"001000";"0148";"503";
"000469";"LAMINA PARA MASILLAR  6 X 10";"001000";"0179";"503";
"000470";"DESOXIDANTE FOSFATIZANTE X 1";"001001";"0186";"503";
"000471";"LAMINA PARA MASILLAR 10 X 12";"001000";"0179";"503";
"000472";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL CHAMPAGNE X  4";"004000";"0902";"503";
"000473";"IMPREGNANTE PARA PISO CETOL DECK NATURAL X 1";"001001";"0105";"503";
"000474";"IMPREGNANTE PARA PISO CETOL DECK NATURAL X 4";"004000";"0105";"503";
"000475";"ESPATULA PINTOR SANTA JUANA RECTIFICADA BI MATERIAL 90";"001000";"0148";"503";
"000476";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE MARFIL CHAMPAGNE X 20";"020000";"0902";"503";
"000477";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE CREMA X  0,250";"000250";"0902";"503";
"000478";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE CREMA X  0,500";"000500";"0902";"503";
"000479";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE CREMA X  1";"001001";"0902";"503";
"000480";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE CREMA X  4";"004000";"0902";"503";
"000481";"PINTURA PARA PILETA RESOL CRISTAFLEX CELESTE X  4";"004000";"0141";"503";
"000482";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE CREMA X 20";"020000";"0902";"503";
"000483";"PINTURA PARA PILETA RESOL CRISTAFLEX CELESTE X 20";"020000";"0141";"503";
"000484";"ENDUIDO EXTERIOR TERSUAVE X  1";"001001";"0152";"503";
"000485";"ENDUIDO EXTERIOR TERSUAVE X  4";"004000";"0152";"503";
"000486";"RODILLO LUMAR LATEX SATINADO PELO MEDIO 17(920B)";"001000";"0128";"503";
"000487";"RODILLO LUMAR LATEX SATINADO PELO MEDIO 22(920C)";"001000";"0128";"503";
"000488";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS PERLA  X  0,250";"000250";"0902";"503";
"000489";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS PERLA X  0,500";"000500";"0139";"503";
"000490";"HOJA DE APOYO SIN FIN 7";"001000";"0149";"503";
"000491";"HOJA DE APOYO SIN FIN 8";"001000";"0149";"503";
"000492";"HOJA DE APOYO SIN FIN 9";"001000";"0149";"503";
"000493";"HOJA DE APOYO SIN FIN 10";"001000";"0149";"503";
"000494";"HOJA DE APOYO SIN FIN 11";"001000";"0149";"503";
"000495";"HOJA DE APOYO SIN FIN 12";"001000";"0149";"503";
"000496";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS PERLA X  1";"001001";"0139";"503";
"000497";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS PERLA X  4";"004000";"0139";"503";
"000498";"MEZCLA ADHESIVA PLASTICA POXIMIX INTERIOR X 5,000 (129)";"005001";"0140";"503";
"000499";"MEZCLA ADHESIVA PLASTICA POXIMIX EXTERIOR X 5,000 (521)";"005001";"0140";"503";
"000500";"AUTOPOLISH COLORIN SILICONA AUTONUEVO 450";"000450";"0166";"503";
"000501";"DILUYENTE TERSIRRAS X   1";"001001";"0164";"503";
"000502";"DILUYENTE TERSIRRAS X   4";"004000";"0164";"503";
"000503";"DILUYENTE TERSIRRAS X  18";"018000";"0164";"503";
"000504";"MEZCLA ADHESIVA PLASTICA POXIMIX EXTERIOR X 3,000 (...)";"003001";"0140";"503";
"000505";"BANDEJA PARA PINTAR PLASTICA PLANA (013)";"001000";"0144";"503";
"000506";"MEZCLA ADHESIVA PLASTICA POXIMIX INTERIOR X 3,000 (...)";"003001";"0140";"503";
"000507";"PEGAMENTO LA GOTITA X 2";"000002";"0140";"503";
"000508";"SILICONA FASTIX TRANSPARENTE X  25";"000025";"0140";"503";
"000509";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS PERLA X 20";"020000";"0139";"503";
"000510";"REMOVEDOR GEL X 1";"001001";"0186";"503";
"000511";"LIJA AL AGUA DOBLE A #   80";"001000";"0102";"503";
"000512";"LIJA AL AGUA DOBLE A #  100";"001000";"0102";"503";
"000513";"LIJA AL AGUA DOBLE A #  120";"001000";"0102";"503";
"000514";"LIJA AL AGUA DOBLE A #  150";"001000";"0102";"503";
"000515";"LIJA AL AGUA DOBLE A #  180";"001000";"0102";"503";
"000516";"LIJA AL AGUA DOBLE A #  220";"001000";"0102";"503";
"000517";"LIJA AL AGUA DOBLE A #  240";"001000";"0102";"503";
"000518";"LIJA AL AGUA DOBLE A #  280";"001000";"0102";"503";
"000519";"LIJA AL AGUA DOBLE A #  320";"001000";"0102";"503";
"000520";"LIJA AL AGUA DOBLE A #  360";"001000";"0102";"503";
"000521";"LIJA AL AGUA DOBLE A #  400";"001000";"0102";"503";
"000522";"LIJA AL AGUA DOBLE A #  500";"001000";"0102";"503";
"000523";"LIJA AL AGUA DOBLE A #  600";"001000";"0102";"503";
"000524";"LIJA PARA MASILLA PLATICA DOBLE A 36";"001000";"0102";"503";
"000525";"PROTECTOR PARA LADRILLO COLORIN NATURAL X 20";"020000";"0116";"503";
"000526";"DILUYENTE TERSIRRAS X 200";"200000";"0164";"503";
"000527";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS HIELO X  0,250";"000250";"0902";"503";
"000528";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS HIELO X  0,500";"000500";"0139";"503";
"000529";"MASILLA PLASTICA ZEOCAR FINISH X 1 (47)";"001003";"0157";"503";
"000530";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS HIELO X  1";"001001";"0139";"503";
"000531";"DESOXIDANTE FOSFATIZANTE X 4";"004000";"0186";"503";
"000532";"ENDUIDO INTERIOR ALBAPLAST X 10";"010000";"0107";"503";
"000533";"MASILLA PLASTICA ZEOCAR FINISH X 4 (48)";"004001";"0157";"503";
"000534";"MASILLA PLASTICA MMB X 0,500";"000501";"0137";"503";
"000535";"MASILLA PLASTICA MMB X 1";"001003";"0137";"503";
"000536";"MASILLA PLASTICA MMB X 4";"004001";"0137";"503";
"000537";"PINCEL ROSARPIN 1700 V1 C.CH 7";"001000";"0144";"503";
"000538";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS HIELO X  4";"004000";"0139";"503";
"000539";"PARCHE ADHESIVO POXITAS X 12";"001000";"0140";"503";
"000540";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS HIELO X 20";"020000";"0139";"503";
"000541";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS ESPACIAL X  0,250";"000250";"0902";"503";
"000542";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS ESPACIAL X  0,500";"000500";"0139";"503";
"000543";"SOLDURA PLASTICA POXIPOL TRANSPARENTE X 14";"000014";"0140";"503";
"000544";"PINCEL ROSARPIN 170 V1 NO. 7";"001000";"0144";"503";
"000545";"MEZCLA ADHESIVA PLASTICA POXIMIX INTERIOR X 0,500 (126)";"000501";"0140";"503";
"000546";"MEZCLA ADHESIVA PLASTICA POXIMIX INTERIOR X 1,250 (518)";"001250";"0140";"503";
"000547";"MEZCLA ADHESIVA PLASTICA POXIMIX EXTERIOR X 0,500 (519)";"000501";"0140";"503";
"000548";"ADHESIVO DE CONTACTO POXIRRAN X 0,050";"000050";"0140";"503";
"000549";"ESMALTE SINTETICO PLAVICON 3EN1 BRILLANTE GRIS ESPACIAL X  1";"001001";"0139";"503";
"000550";"ESTOPA PARA LIMPIEZA LUMAR X 0,300 (33/A)";"001000";"0128";"503";
"000551";"LIJA TELA ESMERIL DOBLE A N  36";"001000";"0102";"503";
"000552";"SILICONA FASTIX TRANSPARENTE X 100";"000101";"0140";"503";
"000553";"PINCELETA ROSARPIN 9000 C.CH.40";"001000";"0144";"503";
"000554";"MEZCLA ADHESIVA PLASTICA POXIMIX EXTERIOR X 1,250 (520)";"001250";"0140";"503";
"000555";"PINCELETA ROSARPIN 50 STAN.40";"001000";"0144";"503";
"000556";"PANO DE CORDERO ZEOCAR CON ABROJO 8 (120)";"001000";"0157";"503";
"000557";"PANO DE CORDERO DOBLE ZEOCAR CON ABROJO 8 (121)";"001000";"0157";"503";
"000558";"PANO DE GOMA ESPUMA ZEOCAR CON ABROJO 8 NEGRO (130)";"001000";"0157";"503";
"000559";"PANO DE GOMA ESPUMA ZEOCAR DOBLE 8 (131)";"001000";"0157";"503";
"000560";"ADAPTADOR ZEOCAR DE M14 A 5/8 (100)";"001000";"0157";"503";
"000561";"LIJA TELA ESMERIL DOBLE A N 120";"001000";"0102";"503";
"000562";"LIJA TELA ESMERIL DOBLE A N  80";"001000";"0102";"503";
"000563";"LIJA TELA ESMERIL DOBLE A N  50";"001000";"0102";"503";
"000564";"PINCELETA ROSARPIN 150 P.S 40";"001000";"0144";"503";
"000565";"LIJA TELA ESMERIL DOBLE A N 180";"001000";"0102";"503";
"000566";"PINCEL ROSARPIN 170 V1 NO.10";"001000";"0144";"503";
"000567";"PINCEL ROSARPIN 170 V1 NO.15";"001000";"0144";"503";
"000568";"PINCEL ROSARPIN 170 V1 NO.20";"001000";"0144";"503";
"000569";"PINCEL ROSARPIN 170 V1 NO.25";"001000";"0144";"503";
"000570";"PINCEL ROSARPIN 170 V1 NO.30";"001000";"0144";"503";
